,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll
13,4,5,8,6,6,5,4,7,6,7,2,0,9,1,0,1,0,0,1,1,27,17,4,15,14,19,26,4,4,9,,,-10020.0,,,,,,,
14,4,5,8,6,6,5,4,7,6,7,1,0,9,1,0,2,0,0,1,1,18,17,11,15,14,18,26,4,4,9,,,,,,,,,,
15,4,5,8,6,6,5,4,7,5,7,1,0,9,1,0,2,0,0,1,1,18,17,11,15,14,18,26,4,4,9,,,,,,,,,-7020.0,
16,4,5,8,6,6,5,10,6,5,7,1,0,9,1,0,2,0,0,1,1,18,17,11,15,14,18,26,4,22,9,,,,,,,-3130.0,-6020.0,,
17,4,5,5,6,5,5,10,6,5,7,1,0,4,1,0,2,0,0,1,1,18,17,6,15,14,18,26,25,22,9,,-5085.0,-162030.0,,-5070.0,-6090.0,,,,
18,4,5,5,5,5,5,10,6,5,4,1,0,4,1,0,2,0,0,1,1,18,22,16,15,24,18,26,25,22,9,,,,-6075.0,,,,,,-7045.0
19,4,5,5,5,5,5,4,6,5,4,1,0,4,1,0,2,4,0,0,1,18,22,16,29,24,18,12,25,13,28,,,,,,,-13060.0,,,
20,5,5,5,5,5,5,4,6,5,4,1,0,4,1,0,0,4,0,0,1,18,12,16,29,14,10,24,15,13,28,-5090.0,,,,,,,,,
21,5,5,5,5,5,5,4,6,5,4,1,0,1,0,0,0,4,0,0,1,24,12,9,20,14,10,24,15,13,28,,,,,,,,,,
22,5,5,5,5,5,5,4,5,5,4,1,0,1,0,0,0,2,0,0,1,24,12,9,20,14,10,16,15,13,18,,,,,,,,-5075.0,,
23,5,5,5,5,5,5,4,5,4,4,1,0,1,0,0,0,2,0,0,1,14,12,9,20,14,10,16,27,13,18,,,,,,-4050.0,,,-4065.0,
24,5,5,5,5,5,5,4,5,4,4,1,0,1,0,0,0,2,0,0,1,14,12,9,20,14,27,16,27,28,18,,-4060.0,,,-4070.0,,,,,
25,5,5,4,5,5,5,4,5,4,4,1,0,1,0,0,0,2,0,0,1,14,20,9,20,20,27,16,17,28,18,-6070.0,,-5045.0,-5100.0,,,,,,
26,5,5,4,5,5,5,4,5,4,5,1,0,1,0,0,0,2,0,1,1,26,20,26,21,20,17,16,17,17,18,,,,,,,,,,-5090.0
27,5,5,4,5,5,5,4,5,4,5,1,0,1,0,0,0,2,0,1,1,26,10,26,21,10,17,16,17,17,21,,,,,,,,,,
28,5,5,4,5,5,5,4,4,4,5,0,0,0,0,0,0,2,0,1,1,17,10,17,11,10,17,16,17,17,21,,,,,,-5085.0,-6080.0,-5085.0,,
29,5,5,4,5,5,5,4,4,4,5,0,0,0,0,0,0,2,0,1,0,17,10,17,11,10,28,29,28,17,12,,,,,,,,,,
30,5,4,4,5,4,5,4,4,4,5,0,0,0,0,0,0,2,0,1,0,17,10,17,11,10,28,29,28,17,12,,-4050.0,,,-5050.0,,,,-4085.0,
31,5,4,5,5,4,5,4,4,4,5,0,0,0,0,0,0,0,0,1,0,17,28,17,11,28,18,21,18,17,12,,,-4085.0,,,,,,,-5060.0
32,5,4,5,5,4,5,4,4,4,5,0,0,0,0,0,0,0,0,1,0,17,28,27,11,28,18,21,18,17,22,,,,-4055.0,,,,,,
33,5,4,5,5,4,5,4,4,4,5,0,0,0,0,0,0,0,0,4,0,17,18,27,21,18,18,21,18,4,22,-5085.0,,,,,,,,,
34,5,4,5,5,4,5,4,4,4,5,0,0,0,0,0,0,0,0,4,0,21,18,17,21,18,18,21,18,4,12,,,,,,,,,,
35,5,4,5,5,4,5,3,6,4,5,0,0,0,0,0,0,0,0,4,0,21,18,17,11,18,18,21,18,4,12,,,,,,,-4105.0,-4090.0,,
36,5,4,5,5,4,5,3,6,1,5,0,0,0,0,0,0,0,0,4,0,11,18,17,11,18,18,21,29,4,12,,,-4085.0,,,-5090.0,,,-58020.0,
37,5,5,5,5,4,5,3,6,1,5,0,0,0,0,0,0,0,0,4,0,11,18,27,11,18,26,21,29,22,12,,-4090.0,,-5055.0,,,,,,
38,5,5,5,5,6,5,3,6,1,5,0,0,0,0,0,0,1,0,4,0,11,20,27,21,18,26,10,19,22,12,,,,,-3090.0,,,,,-5060.0
39,5,5,5,5,6,5,3,6,1,5,0,0,0,0,0,0,1,0,4,0,11,20,17,21,18,16,10,19,22,22,,,,,,,,,,
40,5,5,5,5,6,5,3,6,1,5,0,0,0,0,0,0,1,0,16,0,11,10,17,11,18,16,10,19,0,22,,,,,,,,,,
41,4,5,5,5,6,5,3,5,1,5,0,0,0,0,0,0,1,0,16,0,11,10,17,11,8,16,10,19,0,12,-5055.0,,,,,,,-5095.0,,
42,4,5,5,5,6,5,4,5,1,5,0,0,0,0,0,0,1,0,16,0,21,10,17,11,8,16,10,28,0,12,,,,,,,-4050.0,,,
43,4,5,5,5,5,5,4,5,1,5,0,0,0,0,0,0,1,0,16,0,21,10,17,11,8,16,25,28,0,12,,,-5085.0,-5055.0,-6040.0,-5080.0,,,,
44,4,4,5,5,5,5,4,5,1,5,0,0,0,0,0,0,1,0,16,0,11,10,22,21,22,29,25,18,0,12,,-4050.0,,,,,,,,-5060.0
45,4,4,5,5,5,5,4,5,4,5,0,0,0,0,0,0,1,0,16,0,11,28,22,21,22,29,15,18,0,22,,,,,,,,,-17000.0,
46,4,4,5,5,5,5,4,5,4,5,0,0,0,0,0,0,1,0,6,0,11,28,12,11,22,19,15,18,15,22,,,,,,,,,,
47,4,4,5,5,5,5,4,5,4,5,0,0,0,0,0,0,1,0,6,0,11,18,12,11,12,19,15,18,15,12,,,,,,,,,,
48,5,4,5,5,5,5,4,4,4,5,0,0,0,0,0,0,1,0,6,0,11,18,12,11,12,19,15,18,15,12,-3055.0,,,,,,,-5090.0,,
49,5,4,5,5,5,5,6,4,4,5,0,0,0,0,0,0,1,0,6,0,14,18,12,11,12,19,15,28,15,12,,,,,,,-54075.0,,,
50,5,4,4,5,5,5,6,4,5,5,0,0,0,0,0,0,1,0,6,0,14,18,12,11,12,19,15,28,15,12,,,-5060.0,-5055.0,,-5095.0,,,-10075.0,
51,5,3,4,5,5,5,6,4,5,5,1,0,0,0,0,0,1,0,6,0,3,18,27,21,12,23,15,18,20,12,,-3090.0,,,,,,,,-5060.0
52,5,3,4,5,5,5,6,4,5,5,1,0,0,0,0,0,0,0,6,0,3,26,27,21,12,23,6,18,20,22,,,,,-5060.0,,,,,
53,5,3,4,5,5,5,6,4,5,5,1,0,0,0,0,1,0,0,0,0,3,26,17,11,20,12,6,18,16,22,,,,,,,,,,
54,14,3,4,5,5,5,5,4,5,5,1,7,0,0,0,1,0,0,0,0,3,9,17,11,20,12,6,18,16,12,-6015.0,,,,,,-56030.0,,,
55,14,3,4,5,5,5,5,4,5,5,1,7,0,0,2,1,0,0,0,0,29,9,17,11,8,12,21,18,16,12,,,,,,,,,,
56,14,3,4,5,5,5,5,4,5,5,1,7,0,0,2,1,0,0,0,0,29,9,17,11,8,12,21,18,16,12,,,,,,,,,,
57,14,3,5,5,5,5,5,6,5,5,1,7,0,0,2,1,0,0,0,0,29,9,17,11,8,12,21,18,16,12,,,-4085.0,,,,,-4090.0,-4080.0,
58,7,7,5,5,5,5,5,6,5,5,1,7,0,0,2,1,0,0,0,0,19,9,27,11,8,12,11,29,21,12,-11095.0,-60045.0,,-5055.0,,-5060.0,,,,
59,7,7,5,5,5,5,5,6,5,6,1,7,0,0,2,1,0,0,0,0,24,21,27,21,8,22,11,29,21,12,,,,,,,,,,-4060.0
60,7,7,5,5,5,5,5,6,5,6,1,7,0,0,2,1,0,0,0,0,24,21,17,21,8,22,11,19,11,20,,,,,-7040.0,,,,,
61,7,7,5,5,5,5,5,6,5,6,0,6,0,0,2,0,0,0,0,0,15,12,17,11,28,13,11,19,11,20,,,,,,,-4055.0,-6095.0,,
62,7,7,5,5,5,5,5,6,5,6,0,6,0,0,2,0,0,0,0,0,15,12,17,11,28,13,28,24,11,10,,-62060.0,,,,,,,,
63,7,7,5,5,5,5,5,6,5,6,0,6,0,0,0,0,0,0,0,0,15,12,17,11,20,13,28,24,11,10,,,,,,,,,,
64,7,7,5,5,5,5,5,6,4,6,0,6,0,0,0,0,0,0,0,0,15,12,17,11,20,13,18,14,11,10,,,-4085.0,,,-5065.0,,,-4055.0,
65,7,7,5,5,5,5,5,6,4,4,0,0,0,0,0,0,0,0,0,0,15,8,27,11,20,23,18,14,29,10,,,,-5055.0,,,,,,-6050.0
66,7,7,5,5,5,5,4,6,4,4,0,0,0,0,0,0,0,0,0,0,15,8,27,21,20,23,18,14,29,29,,,,,-5100.0,,-5090.0,,,
67,6,7,5,5,5,5,4,6,4,4,0,0,0,0,0,0,0,0,0,0,15,8,17,21,20,13,29,14,19,29,-7075.0,,,,,,,,,
68,6,6,5,5,5,5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,20,8,17,11,20,13,29,14,19,19,,-7040.0,,,,,,-5070.0,,
69,6,6,5,5,5,5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,20,24,17,11,10,13,19,29,19,19,,,,,,,,,,
70,6,6,5,5,5,5,4,5,4,4,1,0,0,0,0,0,0,0,0,0,9,24,17,11,10,13,19,29,19,19,,,,,,-5065.0,,,,
71,6,6,5,5,5,5,4,5,4,4,1,0,0,0,0,0,0,0,0,0,9,24,17,11,10,23,19,19,19,19,,,-5085.0,,,,,,,
72,6,6,5,5,4,5,4,5,5,4,1,0,0,0,0,0,0,0,0,0,9,14,22,11,10,23,19,19,19,19,,,,,-5050.0,,,,-4095.0,
73,6,6,5,5,4,5,4,5,5,9,1,0,0,0,0,0,0,0,0,0,9,14,22,11,28,13,19,19,20,19,,,,-5055.0,,,,,,-3095.0
74,6,6,5,5,4,5,11,5,5,9,1,0,0,0,0,0,0,0,0,0,9,14,12,21,28,13,19,19,20,20,,,,,,,-3095.0,-5095.0,,
75,5,6,5,5,4,5,11,5,5,9,1,0,0,0,0,0,0,0,0,0,9,14,12,21,18,13,27,28,10,20,-7045.0,-6070.0,,,,,,,,
76,5,6,5,5,4,5,11,5,5,7,1,0,0,0,0,0,0,0,0,5,20,20,12,11,18,13,27,28,10,5,,,,,,,,,,-13025.0
77,5,6,5,5,4,5,5,5,5,7,1,0,0,0,0,0,7,0,0,5,20,20,12,11,18,13,10,18,10,16,,,,,,-5065.0,-15050.0,,,
78,5,6,5,5,4,5,5,5,5,7,0,0,0,0,0,0,7,0,0,5,11,10,12,11,18,23,18,18,10,16,,,,,,,,,,
79,5,6,4,5,6,5,5,5,5,7,0,0,0,0,0,0,7,0,0,5,11,10,12,11,18,23,18,18,10,16,,,-5060.0,,-3090.0,,,,-5050.0,
80,5,6,4,5,6,5,5,5,5,7,0,0,0,0,0,0,0,0,0,1,11,10,27,11,18,13,15,18,20,10,,,,,,,,,,
81,5,5,4,5,6,5,5,5,5,7,0,0,0,0,0,0,0,0,0,1,11,10,27,11,18,13,15,18,20,10,,-6050.0,,-5055.0,,,,,,
82,5,5,4,5,6,5,5,6,5,5,0,0,0,0,0,0,0,0,0,1,11,22,17,21,8,13,15,18,10,10,,,,,,,,-4090.0,,-8050.0
83,4,5,4,5,6,5,5,6,5,5,0,0,0,0,0,0,0,0,0,1,11,22,17,21,8,13,15,29,10,27,-5055.0,,,,,-5065.0,,,,
84,4,5,4,5,5,5,5,6,5,5,0,0,0,0,0,0,0,0,0,1,21,12,17,11,8,23,15,29,10,27,,,,,-6040.0,,,,,
85,4,5,4,5,5,5,5,6,5,5,0,0,0,0,0,0,0,0,0,0,21,12,17,11,22,23,15,19,10,18,,,,,,,,,,
86,4,5,5,5,5,5,5,6,5,5,0,0,0,0,0,0,0,0,0,0,11,12,17,11,22,13,15,19,10,18,,,-4085.0,,,,-5075.0,,-4050.0,
87,4,5,5,5,5,5,5,6,5,5,0,0,0,0,0,0,0,0,0,0,11,12,27,11,22,13,26,19,22,18,,,,,,,,-6095.0,,
88,4,4,5,5,5,5,5,6,5,5,0,0,0,0,0,0,0,0,0,0,11,12,27,11,12,13,26,24,22,18,,-5060.0,,-5055.0,,,,,,
89,5,4,5,5,5,5,5,6,5,5,0,0,0,0,0,0,2,0,0,0,11,26,17,21,12,13,14,24,12,18,-4055.0,,,,,,,,,
90,5,4,5,5,5,5,5,6,5,5,0,0,0,0,0,0,2,0,0,0,22,26,17,21,12,13,14,14,12,18,,,,,,-5065.0,,,,-5090.0
91,5,4,5,5,5,5,5,6,5,5,0,0,0,0,0,0,2,0,0,0,22,16,17,11,12,23,14,14,12,23,,,,,,,,,,
92,5,4,5,5,6,5,5,5,5,5,0,0,0,0,0,0,2,0,0,0,12,16,17,11,12,23,14,14,12,23,,,,,-4060.0,,,-6070.0,-4060.0,
93,5,4,5,5,6,5,5,5,5,5,0,0,0,0,0,0,2,0,0,0,12,16,17,11,20,13,14,28,21,13,,,-5085.0,,,,,,,
94,5,4,5,5,6,5,5,5,5,5,0,0,0,0,0,0,2,0,0,0,12,16,22,11,20,13,14,28,21,13,-5060.0,,,-5055.0,,,-6070.0,,,
95,5,4,5,5,6,5,5,5,5,5,0,0,0,0,0,0,2,0,0,0,26,16,22,21,10,13,22,18,11,13,,,,,,,,,,
96,5,5,5,5,6,5,5,5,5,5,0,0,0,0,0,0,2,0,0,0,26,16,12,21,10,13,22,18,11,13,,-4080.0,,,,-5065.0,,,,
97,5,5,5,5,6,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,15,22,12,11,10,23,14,18,11,13,,,,,,,,,,-5065.0
98,5,5,5,5,4,5,5,5,4,5,1,0,0,0,0,0,0,0,0,0,15,22,12,11,10,23,14,18,11,21,,,,,-5050.0,,,,-4055.0,
99,5,5,5,5,4,5,5,4,4,5,1,0,0,0,0,0,0,0,0,0,15,12,12,11,28,13,14,18,29,21,,,,,,,,-5090.0,,
100,5,5,4,5,4,5,5,4,4,5,1,0,0,0,0,0,0,0,0,0,15,12,12,11,28,13,14,28,29,11,,,-5060.0,,,,-4070.0,,,
101,5,5,4,5,4,5,5,4,4,5,1,0,0,0,0,0,0,0,0,0,15,12,27,11,18,13,20,28,19,11,-6075.0,,,-4055.0,,,,,,
102,5,5,4,5,4,5,5,4,4,5,1,0,0,0,0,0,0,0,0,0,28,12,27,21,18,13,20,18,19,11,,,,,,,,,,
103,5,5,4,5,4,5,5,4,4,5,1,0,0,0,0,0,0,0,0,0,28,12,17,21,18,13,10,18,19,11,,-4060.0,,,,-5065.0,,,,
104,5,5,4,5,4,5,5,4,5,5,0,0,0,0,0,0,0,0,0,0,19,20,17,11,18,23,10,18,19,11,,,,,,,,,-4095.0,-5055.0
105,5,5,4,5,5,5,5,4,5,5,0,0,0,0,0,0,0,0,0,0,19,20,17,11,18,23,10,18,20,20,,,,,-4090.0,,,,,
106,5,5,4,5,5,5,6,4,5,5,0,0,0,0,0,0,0,0,0,0,19,10,17,11,27,13,10,18,20,20,,,,-5055.0,,,-5050.0,,,
107,5,5,4,5,5,5,6,6,5,5,0,0,0,0,0,0,0,0,0,0,19,10,17,21,27,13,16,18,10,10,,,,,,,,-4090.0,,
108,5,4,4,5,5,5,6,6,5,5,0,0,0,0,0,0,0,0,0,0,19,10,17,21,17,13,16,29,10,10,,-5050.0,,,,,,,,
109,4,4,9,5,5,5,6,6,5,5,0,0,0,0,0,0,0,0,0,0,19,24,17,11,17,13,6,29,10,10,-5095.0,,-3085.0,,,-5065.0,,,,
110,4,4,9,5,5,5,6,6,5,5,0,0,0,0,0,0,0,0,0,0,27,24,23,11,17,23,6,19,10,10,,,,,,,,,-5050.0,
111,4,4,9,5,5,5,6,6,5,4,0,0,0,0,0,0,0,0,0,0,27,14,23,11,17,23,6,19,20,10,,,,,,,,,,-5050.0
112,4,4,5,5,5,5,5,6,5,4,0,0,3,0,0,0,0,0,0,0,17,14,10,11,17,13,6,19,20,21,,,-12050.0,,-4085.0,,-6030.0,,,
113,4,4,5,5,5,5,5,6,5,4,0,0,3,0,0,0,0,0,0,0,17,14,18,11,24,13,21,19,10,21,,,,,,,,-6095.0,,
114,4,4,5,5,5,5,5,6,5,4,0,0,3,0,0,0,0,0,0,0,17,14,18,11,24,13,21,24,10,11,,,,,,,,,,
115,5,5,5,5,5,5,5,6,5,4,0,0,3,0,0,0,0,0,0,0,17,14,18,11,14,13,21,24,10,11,-4085.0,-4070.0,,-5055.0,,,,,-5050.0,
116,5,5,5,5,5,5,5,6,5,4,0,0,4,0,0,0,0,0,0,0,20,25,7,21,14,13,11,14,20,11,,,,,,,,,,
117,5,5,5,5,5,5,5,6,5,4,0,0,4,0,0,0,0,0,0,0,20,25,7,21,14,13,11,14,20,11,,,,,,,,,,
118,5,5,5,5,5,5,5,6,5,4,0,1,4,0,0,0,0,0,0,0,10,14,7,11,14,13,11,14,10,11,,,,,,-5065.0,,,,
119,5,5,5,5,5,5,5,6,5,8,0,1,4,0,0,0,0,0,0,0,10,14,7,11,14,23,11,14,10,11,,,,,-5070.0,,,,,-3055.0
120,5,5,5,5,5,5,5,5,5,8,0,1,4,0,0,0,0,0,0,0,10,14,7,11,24,23,11,14,10,27,,,,,,,-5055.0,-5070.0,,
121,4,5,5,5,5,5,5,5,5,8,0,1,4,0,0,0,0,0,0,0,10,14,7,11,24,13,22,29,10,27,-4050.0,-6070.0,-9035.0,,,,,,,
122,4,5,5,5,5,5,5,5,5,6,0,1,4,0,0,0,0,0,0,0,27,27,20,11,14,13,22,29,10,17,,,,,,,,,-5050.0,-8085.0
123,4,5,5,5,5,5,5,5,5,6,0,1,4,0,0,0,1,0,0,0,27,27,20,11,14,13,11,19,20,21,,,,-4055.0,,,,,,
124,4,5,5,5,5,5,5,5,5,6,0,0,0,0,0,0,1,0,0,0,17,18,14,21,14,13,11,19,20,21,,,,,,,,,,
125,4,5,5,5,5,5,5,5,5,6,0,0,0,0,0,0,1,0,0,0,17,18,14,21,14,13,11,19,10,11,,,,,-4070.0,,,,,
126,4,5,5,5,5,5,5,5,5,6,0,0,0,0,0,0,1,0,0,0,17,18,14,11,20,13,11,19,10,11,,,,,,-4065.0,,-5095.0,,
127,5,5,5,5,5,5,4,5,5,6,0,0,0,0,0,0,1,0,0,0,17,18,14,11,20,21,11,28,10,11,-4085.0,,-4070.0,,,,-5055.0,,,
128,5,5,5,5,5,5,4,5,5,6,0,0,0,0,0,0,1,0,0,0,20,18,28,11,10,21,24,28,10,11,,-4090.0,,-5055.0,,,,,,
129,5,5,5,5,5,5,4,5,5,6,0,0,0,0,0,0,1,0,0,0,20,20,28,21,10,11,24,18,10,11,,,,,,,,,-5050.0,
130,5,5,5,5,5,5,4,5,5,5,0,0,0,0,0,0,1,0,0,0,10,20,18,21,10,11,14,18,20,11,,,,,,,,,,-6055.0
131,5,5,5,5,5,5,4,5,5,5,0,0,0,0,0,0,1,0,0,0,10,10,18,11,10,11,14,18,20,29,,,,,,,,,,
132,5,5,5,5,6,5,4,6,5,5,0,0,0,0,0,0,1,0,0,0,10,10,18,11,10,11,14,18,10,29,-5050.0,,,,-4050.0,-5055.0,,-4090.0,,
133,5,5,5,5,6,5,4,6,5,5,0,0,0,0,0,0,1,0,0,0,23,10,18,11,25,25,14,29,10,19,,,-5090.0,,,,,,,
134,5,4,5,5,6,5,8,6,5,5,0,0,0,0,0,0,1,0,0,0,23,10,20,11,25,25,14,29,10,19,,-4050.0,,,,,-4070.0,,,
135,5,4,5,5,6,5,8,6,5,5,0,0,0,0,0,0,1,0,0,0,13,28,20,11,15,15,24,19,10,19,,,,-5055.0,,,,,,
136,5,4,5,5,6,5,8,6,5,5,0,0,0,0,0,0,1,0,0,0,13,28,10,21,15,15,24,19,10,19,,,,,,,,,-4050.0,
137,5,4,5,5,6,5,8,6,5,5,0,0,0,0,0,0,4,0,0,0,13,18,10,21,15,15,11,19,22,19,,,,,,,,,,
138,5,4,5,5,4,5,4,5,5,5,0,0,0,0,0,0,4,0,0,0,13,18,10,11,15,15,11,19,22,19,,,,,-5075.0,-5075.0,-12055.0,-5095.0,,-4095.0
139,5,4,4,5,4,5,4,5,5,5,0,0,0,0,0,0,4,0,0,0,13,18,10,11,28,25,24,28,12,22,-5065.0,,-4050.0,,,,,,,
140,5,5,4,5,4,5,4,5,5,5,0,0,0,0,0,0,4,0,0,0,25,18,27,11,28,25,24,28,12,22,,-4090.0,,,,,,,,
141,5,5,4,5,4,5,4,5,5,5,0,0,0,0,0,0,3,0,0,0,25,20,27,11,18,15,15,18,12,12,,,,,,,,,,
142,5,5,4,5,4,5,4,5,5,5,0,0,0,0,0,0,3,0,0,0,15,20,17,11,18,15,15,18,12,12,,,,-4055.0,,,,,,
143,5,5,4,5,4,5,4,5,5,5,0,0,0,0,0,0,3,0,0,0,15,10,17,21,18,15,15,18,12,12,,,,,,,,,,-5060.0
144,5,5,4,5,4,5,4,5,5,5,0,0,0,0,0,0,3,0,0,0,15,10,17,21,18,15,15,18,12,22,,,,,,,,,-5060.0,
145,5,4,4,5,4,5,4,6,5,5,0,0,0,0,0,0,3,0,0,0,15,10,17,11,18,15,15,18,26,22,,-4050.0,,,,-5075.0,,-4090.0,,
146,5,4,5,5,6,5,4,6,5,5,0,0,0,0,0,0,3,0,0,0,15,28,17,11,18,25,15,29,26,12,,,-4085.0,,-3090.0,,,,,
147,5,4,5,5,6,5,4,6,5,5,0,0,0,0,0,0,3,0,0,0,15,28,27,11,18,25,15,29,16,12,-4075.0,,,,,,,,,
148,5,4,5,5,6,5,4,6,5,5,0,0,0,0,0,0,3,0,0,0,20,18,27,11,18,15,15,19,16,12,,,,,,,,,,-5060.0
149,5,4,5,5,6,5,4,6,5,5,0,0,0,0,0,0,3,0,0,0,20,18,17,11,8,15,15,19,16,22,,,,,,,,,,
150,5,4,5,5,6,5,5,6,5,5,0,0,0,0,0,0,3,0,0,0,10,18,17,11,8,15,15,19,16,22,,,,-5055.0,,,-7075.0,-6095.0,-5080.0,
151,5,5,5,5,5,5,5,6,5,5,0,0,0,0,0,0,3,0,0,0,10,18,17,21,8,15,19,24,20,12,,-4090.0,,,-6040.0,-5075.0,,,,
152,5,5,5,5,5,5,5,6,5,5,0,0,0,0,0,0,3,0,0,0,10,20,17,21,22,25,19,24,20,12,,,-4085.0,,,,,,,
153,5,5,5,5,5,5,5,6,5,5,0,0,0,0,0,0,0,0,0,0,10,20,27,11,22,25,12,14,10,12,-5050.0,,,,,,,,,
154,5,5,5,5,5,5,5,6,5,6,0,0,0,0,0,0,0,0,0,0,23,10,27,11,22,15,12,14,10,12,,,,,,,,,,-4060.0
155,5,5,5,5,5,5,5,6,5,6,0,0,0,0,0,0,0,0,0,0,23,10,17,11,12,15,12,14,10,20,,,,,,,,,,
156,5,5,5,5,5,5,4,6,5,6,0,0,0,0,0,0,0,0,0,0,13,10,17,11,12,15,12,14,10,20,,,,,,,-4060.0,,,
157,5,5,5,5,5,5,4,5,5,6,0,0,0,0,0,0,0,0,0,0,13,10,17,11,12,15,29,14,10,10,,,,-5055.0,,-5075.0,,-6070.0,,
158,5,4,5,5,5,5,4,5,5,6,0,0,0,0,0,0,0,0,0,0,13,10,17,21,12,25,29,28,10,10,,-5050.0,,,,,,,-5050.0,
159,5,4,5,5,5,5,4,5,5,6,0,0,0,0,0,0,0,0,0,0,13,24,17,21,12,25,19,28,20,10,-4065.0,,-5085.0,,,,,,,
160,5,4,5,5,6,5,4,5,5,4,0,0,0,0,0,0,0,0,0,0,25,24,22,11,12,15,19,18,20,10,,,,,-4060.0,,,,,-6050.0
161,5,4,5,5,6,5,4,5,5,4,0,0,0,0,0,0,0,0,0,0,25,14,22,11,20,15,19,18,10,29,,,,,,,,,,
162,5,4,5,5,6,5,4,5,5,4,0,0,0,0,0,0,0,0,0,0,15,14,12,11,20,15,19,18,10,29,,,,,,,,,,
163,5,4,5,5,6,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,15,14,12,11,10,15,19,18,10,19,,,,,,,-4095.0,,,
164,5,4,5,5,6,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,15,14,12,11,10,15,23,18,10,19,,,,,,,,,,
