,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll
13,1,4,1,3,1,1,1,1,3,4,8,14,19,8,7,14,16,15,7,12,7,1,0,1,8,4,2,1,23,0,,-3070.0,-1095.0,,,-4070.0,,,,-1060.0
14,1,4,1,3,1,1,3,3,3,4,8,4,9,8,7,4,16,15,7,2,7,10,14,1,8,16,2,1,23,2,,,,,,,-2080.0,-22075.0,,
15,1,4,1,3,1,1,3,3,3,4,15,4,9,8,7,4,6,5,6,2,0,10,14,1,8,16,9,11,14,2,,,,,,,,,,
16,1,4,1,3,1,1,3,3,3,4,15,4,9,8,15,4,6,5,6,2,0,10,14,1,0,16,9,11,14,2,,,,,,,,,,
17,1,4,1,3,1,1,3,3,3,4,15,13,19,8,15,19,6,5,6,4,0,1,4,1,0,1,9,11,14,0,,,,,,,,,,
18,1,1,1,1,1,2,3,3,3,6,15,13,19,8,15,19,15,16,6,4,0,1,4,1,0,1,0,0,14,0,,-4065.0,,-3040.0,,-2095.0,,,,-3020.0
19,2,1,1,1,1,2,1,3,3,6,15,3,19,8,15,9,15,16,6,4,0,14,4,20,0,10,0,0,14,28,-75.0,,-5095.0,,,,-3075.0,,,
20,2,1,1,1,3,2,1,1,5,6,5,3,9,8,15,9,5,16,6,4,15,14,9,20,0,10,13,0,14,28,,,,,-1075.0,,,-3080.0,-16030.0,
21,2,1,1,1,3,2,1,1,5,6,5,3,9,8,5,9,5,6,6,4,15,14,9,20,12,10,13,13,25,28,,,,,,,,,,
22,2,1,1,1,3,2,1,1,5,6,5,17,9,16,5,17,5,6,6,19,15,0,9,2,12,2,13,13,25,3,,,,,,,,,,
23,2,1,1,1,3,2,1,1,5,6,17,17,18,16,5,17,16,6,6,19,3,0,0,2,12,2,2,13,25,3,,,,,,,,,,
24,2,1,1,1,3,1,1,1,5,6,17,17,18,16,17,17,16,18,19,19,3,0,0,2,0,2,2,1,2,3,,,,,,-4085.0,,,,-29095.0
25,2,1,1,1,3,1,1,1,5,6,17,17,18,16,17,7,16,18,19,9,3,0,0,2,0,6,2,1,2,9,,,,,,,,,,
26,1,4,1,1,1,1,1,1,5,6,17,17,18,16,17,7,16,18,19,9,3,0,0,2,0,6,2,1,2,9,-5085.0,-1085.0,-1090.0,,-2085.0,,,,,
27,1,4,1,1,1,1,1,1,8,6,7,7,8,16,7,7,16,18,19,9,10,11,4,2,8,6,2,1,2,9,,,,,,,,,-37095.0,
28,1,4,1,1,1,1,1,1,8,6,7,7,8,16,7,13,16,18,9,17,10,11,4,2,8,0,2,1,4,1,,,,-32080.0,,,,,,
29,1,4,1,1,1,1,3,1,8,6,7,7,8,6,7,13,16,18,9,17,10,11,4,16,8,0,2,1,4,1,,,,,,,-2080.0,,,
30,1,7,1,1,1,1,3,2,8,6,11,17,11,6,14,13,6,18,9,17,6,1,1,16,1,0,9,1,4,1,,-5085.0,,,,,,-2090.0,,
31,1,7,1,1,1,1,3,2,8,1,11,7,11,6,14,13,6,8,12,17,6,10,1,16,1,0,9,2,1,1,,,,,,,,,,-7085.0
32,1,7,1,1,1,1,3,2,1,1,11,7,11,17,14,13,6,8,12,7,6,10,1,5,1,0,9,2,1,9,,,,,,-1065.0,,,-9060.0,
33,1,7,1,1,1,1,1,2,1,1,11,7,11,17,14,3,15,8,2,7,6,10,1,5,1,11,0,2,18,9,,,-1055.0,,-2070.0,,-2075.0,,,
34,3,3,1,1,1,1,1,2,1,1,11,16,1,17,4,3,5,10,2,7,6,1,18,5,12,11,12,0,18,9,-6055.0,-8080.0,,-5085.0,,,,,,
35,3,3,1,1,1,1,1,2,1,1,1,6,1,7,4,3,5,10,2,12,18,11,18,8,12,11,12,0,18,4,,,,,,,,,,
36,3,3,1,1,1,1,1,1,1,1,1,6,1,7,4,13,5,10,17,12,18,11,18,8,12,1,12,0,3,4,,,,,,,,-2050.0,,
37,3,3,1,1,1,1,1,1,1,1,1,6,18,7,14,13,16,0,17,12,18,11,1,8,2,1,1,16,3,4,,,,,,,,,,
38,3,3,1,1,1,1,1,1,1,1,19,17,18,14,14,13,16,0,17,12,0,0,1,1,2,1,1,16,3,4,-2095.0,,-2090.0,,,-2065.0,,,,
39,3,3,1,1,1,1,1,1,1,1,9,17,8,14,14,3,16,0,17,12,15,0,5,1,2,18,1,16,3,4,,,,,,,,,,
40,3,3,1,1,1,1,1,1,1,1,9,17,8,14,14,3,16,15,17,12,15,0,5,1,2,18,1,1,3,4,,,,-2070.0,-2070.0,,,,,
41,3,3,1,1,1,1,1,1,1,1,9,17,8,4,4,3,16,15,17,12,15,0,5,11,16,18,1,1,3,4,,,,,,,,,,
42,3,3,1,1,1,1,1,1,1,1,19,17,13,4,4,14,16,15,17,12,5,0,0,11,16,7,1,1,3,4,,,,,,,-2080.0,,,
43,3,3,1,1,1,1,1,1,1,3,19,17,13,4,4,14,6,15,17,12,5,0,0,11,16,7,10,1,3,4,,,,,,,,-1075.0,-4085.0,-4060.0
44,4,4,1,1,1,1,1,1,1,3,19,17,13,13,17,14,6,5,7,2,5,0,0,2,3,7,10,14,7,17,-7095.0,-3085.0,,,,,,,,
45,4,4,1,1,1,1,1,1,1,3,9,7,13,13,17,14,6,5,7,2,5,7,0,2,3,7,10,14,7,17,,,-1065.0,,,-8070.0,,,,
46,4,4,1,1,3,1,1,1,1,3,9,7,3,13,17,4,15,5,7,2,5,7,15,2,3,8,1,14,7,17,,,,,-3085.0,,,,,
47,4,4,1,1,3,1,1,1,1,3,11,7,3,13,7,4,15,18,12,18,3,7,15,2,6,8,1,1,2,1,,,,-3065.0,,,,,,
48,4,4,1,1,3,1,1,1,1,3,11,13,3,3,7,11,15,18,12,18,3,1,15,8,6,1,1,1,2,1,,,,,,,,,,-4090.0
49,2,4,1,1,3,1,5,1,1,3,11,13,18,3,7,11,15,18,12,8,3,1,0,8,6,1,1,1,2,17,-7055.0,,,,,,-2075.0,,-2060.0,
50,2,1,1,1,1,1,5,1,1,3,1,13,18,3,13,11,5,18,2,8,12,1,0,8,0,1,1,1,9,17,,-5065.0,-1090.0,,-2065.0,,,,,
51,2,1,1,1,1,1,5,2,1,3,1,3,8,11,3,11,5,18,2,8,12,17,4,0,16,1,1,1,9,17,,,,,,,,-2090.0,,
52,2,1,1,1,1,1,5,2,1,3,1,3,8,11,3,11,5,8,2,18,12,17,4,0,16,1,1,2,9,7,,,,,,,,,,
53,2,1,1,1,1,2,5,2,1,3,13,3,8,11,3,11,5,8,10,18,0,17,4,0,16,1,1,2,1,7,,,,,,-2055.0,,,,
54,2,1,1,1,1,2,1,2,1,1,13,18,11,11,15,1,5,8,10,18,0,2,1,0,4,15,1,2,1,7,,,,-1055.0,,,-6025.0,,,-10090.0
55,2,1,1,1,1,2,1,2,3,1,13,18,11,1,15,1,5,10,10,8,0,2,1,14,4,15,24,0,1,11,,,,,,,,,-2050.0,
56,2,1,1,1,1,2,1,2,3,1,13,18,11,1,15,1,5,10,0,8,0,2,1,14,4,15,24,0,15,11,,,,,-4075.0,,,,,
57,1,1,1,1,1,2,1,1,3,1,13,18,11,1,5,14,5,10,0,8,0,2,1,14,16,2,24,0,15,11,-2065.0,,,,,,,-2050.0,,
58,1,1,1,1,1,2,1,1,3,1,3,18,11,15,5,14,19,0,0,19,14,2,1,0,16,2,0,16,15,0,,,,,,,,,,
59,1,3,1,1,1,2,1,1,3,1,3,18,11,15,5,14,19,0,15,19,14,2,1,0,16,2,0,16,0,0,,-3090.0,-1055.0,,,,,,,
60,1,3,1,6,1,2,1,1,1,1,3,8,1,15,19,14,19,0,15,19,14,11,18,0,2,2,0,16,0,0,,,,-75.0,,,,,-3075.0,
61,1,3,1,6,1,1,1,1,1,1,17,8,1,5,19,14,19,15,5,19,0,11,18,0,2,2,0,1,7,0,,,,,,-4070.0,,,,
62,1,3,1,6,2,1,1,1,1,1,17,8,1,5,19,4,19,15,5,19,0,11,18,0,2,9,0,1,7,0,,,,,-3095.0,,,,,
63,1,3,1,3,2,1,2,1,1,1,17,19,18,5,9,4,19,15,5,19,0,0,1,0,2,9,0,1,7,0,,,,-6025.0,,,-95.0,,,
64,1,1,1,3,2,1,2,3,1,2,17,19,18,5,9,4,9,15,10,19,0,0,1,25,2,9,3,1,2,0,,-2095.0,-2090.0,,,,,-2075.0,,-1095.0
65,1,1,1,3,2,1,2,3,1,2,17,9,8,5,11,13,9,5,10,9,0,5,5,25,0,0,3,11,2,6,-1085.0,,,,,,,,,
66,1,1,1,3,2,1,2,3,1,2,7,9,8,5,11,13,9,5,10,9,6,5,5,25,0,0,3,11,2,6,,,,,,,,,,
67,1,1,1,3,1,1,2,3,1,2,7,9,8,16,11,13,12,5,10,9,6,5,5,4,0,0,0,11,2,6,,,,,-2055.0,-1065.0,,,,
68,1,1,1,3,1,1,1,3,1,2,7,12,13,16,1,3,12,16,10,14,6,2,0,4,12,11,0,0,2,1,,,,,,,-2060.0,,,
69,1,1,1,3,1,1,1,2,1,1,12,12,13,16,1,3,2,16,10,14,1,2,0,4,12,11,16,0,2,1,,,,,,,,-2080.0,,-3070.0
70,1,1,1,3,1,1,1,2,1,1,12,12,13,16,1,3,2,6,10,4,1,2,0,4,12,11,16,8,2,9,,,,,,,,,-3050.0,
71,1,1,1,2,1,1,1,2,1,1,12,12,13,16,12,13,2,6,0,4,1,2,0,4,1,1,16,8,12,9,,-3060.0,-65.0,-6080.0,,,,,,
72,2,1,1,2,1,1,1,2,1,1,12,2,3,6,12,13,17,6,0,4,1,8,8,13,1,1,1,8,12,9,-2060.0,,,,,,,,,
73,2,1,1,2,1,1,1,2,1,1,2,2,3,6,12,13,17,13,0,12,13,8,8,13,1,1,1,1,12,1,,,,,,-2065.0,,,,
74,2,1,1,2,2,1,1,2,1,1,2,2,3,6,12,3,17,13,11,12,13,8,8,13,1,18,1,1,1,1,,,,,-1060.0,,,,,
75,2,1,1,2,2,1,1,2,1,1,2,10,10,18,2,3,17,13,11,12,13,0,1,1,15,18,1,1,1,1,,,,,,,,,-2055.0,
76,2,1,1,2,2,1,1,2,1,4,11,10,10,18,2,3,17,13,1,12,4,0,1,1,15,18,1,1,14,1,,,,,,,,,,-2060.0
77,2,1,4,2,2,1,1,1,1,4,11,10,10,18,2,14,17,13,1,2,4,0,1,1,15,7,1,1,14,15,,,-2050.0,,,,-2085.0,-3065.0,,
78,2,1,4,1,2,1,1,1,1,4,11,10,0,18,15,14,7,3,1,2,4,0,23,1,2,7,10,14,14,15,,,,-3090.0,,,,,,
79,2,1,4,1,2,1,1,1,1,4,11,10,0,8,15,14,7,3,15,2,4,0,23,3,2,7,10,14,0,15,,-1050.0,,,,,,,,
80,1,1,4,1,1,1,1,1,1,4,11,0,0,8,15,14,7,3,15,16,4,19,23,3,2,7,10,14,0,1,-6055.0,,,,-4075.0,-8070.0,,,,
81,1,1,4,1,1,1,1,1,2,4,1,0,18,8,5,4,17,17,15,16,15,19,5,3,13,8,0,0,0,1,,,,,,,,,-1075.0,
82,1,1,4,1,1,1,1,1,2,4,1,0,18,11,5,4,17,17,5,16,15,19,5,0,13,8,0,0,16,1,,,,,,,,,,-5080.0
83,1,1,3,1,1,1,1,1,2,4,1,19,18,11,5,11,17,17,5,6,15,0,5,0,13,1,0,0,16,11,,,-8090.0,,,,,,,
84,1,1,3,1,1,1,1,1,2,4,12,19,8,11,15,11,17,17,5,6,4,0,9,0,3,1,0,0,16,11,,,,,,,,-1085.0,,
85,1,1,3,1,1,1,1,1,2,4,12,19,8,11,15,11,17,7,19,6,4,0,9,0,3,1,0,14,2,11,,-1095.0,,,,,-1085.0,,,
86,1,1,3,1,1,1,1,1,2,4,12,9,8,11,15,11,7,7,19,16,4,8,9,0,3,1,5,14,2,1,,,,-1055.0,,,,,,
87,1,1,3,1,1,1,1,1,2,4,12,9,14,1,15,11,7,7,19,16,4,8,3,14,3,1,5,14,2,1,,,,,,,,,,
88,1,1,1,1,2,2,1,1,2,4,12,9,14,1,15,11,7,17,19,16,4,8,3,14,3,1,5,4,2,1,-4060.0,,-6070.0,,-3075.0,-2055.0,,,-4095.0,
89,1,1,1,1,2,2,1,1,2,4,2,16,4,1,5,1,11,17,9,16,14,1,13,14,13,15,1,4,10,1,,,,,,,,,,-4080.0
90,1,1,1,1,2,2,1,1,2,4,2,16,4,15,5,1,11,17,9,6,14,1,13,0,13,15,1,4,10,2,,,,,,,,,,
91,1,1,1,1,2,2,1,3,2,4,2,16,4,15,5,1,11,17,9,6,14,1,13,0,13,15,1,4,10,2,,,,,,,,-5085.0,,
92,1,1,1,1,2,2,1,3,2,4,16,16,17,15,18,14,11,7,19,6,0,1,0,0,0,2,1,8,0,2,,,,,,,-2055.0,,,
93,1,2,1,3,1,2,1,3,2,4,16,16,17,15,18,14,1,7,19,8,0,1,0,0,0,2,14,8,0,0,,-2080.0,,-1075.0,-2090.0,,,,,
94,1,2,4,3,1,2,1,3,2,4,16,6,17,5,8,14,1,7,19,8,0,9,0,14,10,2,14,8,0,0,,,-1085.0,,,,,,,
95,1,2,4,3,1,1,1,3,2,4,16,6,7,5,8,14,1,14,19,8,0,9,5,14,10,2,14,1,0,0,-80.0,,,,,-4070.0,,,,
96,1,2,4,3,1,1,1,3,1,2,6,6,7,5,8,4,14,14,19,8,13,9,5,14,10,9,1,1,0,0,,,,,,,,,-2095.0,-3040.0
97,1,2,4,3,1,1,1,3,1,2,6,14,7,16,18,4,14,14,9,8,13,1,5,3,0,9,1,1,10,23,,,,,,,,-3070.0,,
98,1,2,4,3,1,1,1,3,1,2,6,14,11,16,18,4,14,4,9,8,13,1,1,3,0,9,1,6,10,23,,,,,,,,,,
99,1,3,1,4,1,1,2,3,1,2,18,14,11,16,18,13,14,4,9,8,1,1,1,3,0,0,1,6,10,23,,-2070.0,-4055.0,-6080.0,,,-1070.0,,,
100,1,3,1,4,3,1,2,3,1,2,18,4,1,6,18,13,4,4,19,19,1,9,14,12,0,0,12,6,0,2,,,,,-1090.0,,,,,
101,2,3,1,4,3,1,2,3,1,2,18,4,1,6,8,13,4,10,19,19,1,9,14,12,5,0,12,0,0,2,-2090.0,,,,,,,,,
102,2,3,1,4,3,1,2,3,1,2,8,4,1,6,8,13,4,10,19,19,8,9,14,12,5,0,12,0,0,2,,,,,,-1065.0,,,,
103,2,3,1,4,3,1,2,2,2,2,8,13,15,18,8,3,16,10,19,19,8,0,0,0,5,11,0,0,0,2,,,,,,,,-3050.0,-1095.0,
104,2,1,1,2,3,1,5,2,2,2,8,13,15,18,11,3,16,0,9,19,8,0,0,0,2,11,0,13,2,2,,-3065.0,,-4090.0,,,-2080.0,,,
105,2,1,1,2,3,1,5,2,2,2,16,3,15,8,11,3,6,0,9,19,0,15,0,6,2,11,1,13,2,2,,,,,,,,,,
106,2,1,2,2,1,1,5,2,2,2,16,3,15,8,11,13,6,0,9,19,0,15,0,6,2,1,1,13,2,2,,,-1075.0,,-5055.0,,,,,
107,2,1,2,2,1,1,5,2,2,0,16,3,5,8,1,13,6,13,11,19,0,15,12,6,10,1,1,0,0,2,-2080.0,,,,,,,,,-13095.0
108,2,1,2,2,1,1,2,2,2,0,6,18,5,13,1,13,6,13,11,9,5,0,12,1,10,1,1,0,0,13,,,,,,-2065.0,-6030.0,,-1055.0,
109,2,1,2,2,1,1,2,1,2,0,6,18,5,13,1,3,6,13,1,9,5,0,12,1,10,18,21,0,15,13,,,,,,,,-2065.0,,
110,2,1,2,2,1,1,2,1,2,0,6,18,17,13,10,3,6,3,1,9,5,0,0,1,1,18,21,15,15,13,,,,,,,,,,
111,2,1,2,2,1,1,2,1,2,0,11,18,17,13,10,3,6,3,1,18,0,0,0,1,1,18,21,15,15,4,,,,,,,,,,
112,2,1,1,2,1,1,2,1,2,0,11,18,17,13,10,14,17,3,16,18,0,0,0,1,1,7,0,15,0,4,,-90.0,-2085.0,,,,,,,
113,3,1,1,2,1,1,2,1,2,0,11,8,7,13,10,14,17,15,16,18,0,9,13,1,1,7,0,3,0,4,-1055.0,,,-2065.0,,,,,,
114,3,1,1,2,1,1,2,1,1,0,1,8,7,3,10,14,17,15,16,18,12,9,13,16,1,7,0,3,0,4,,,,,,-8070.0,,,-2080.0,
115,3,1,1,2,1,1,2,1,1,2,1,8,7,3,10,4,17,15,6,18,12,9,13,16,1,8,0,3,10,4,,,,,,,,,,-14090.0
116,3,1,1,2,4,1,2,1,1,2,1,14,19,3,10,4,17,15,6,8,12,3,1,16,1,8,0,3,10,11,,,,,-1050.0,,,,,
117,3,1,1,2,4,1,3,1,1,2,13,14,19,19,0,11,17,15,6,8,0,3,1,0,2,1,0,3,10,11,,,,,,,-2085.0,-4075.0,,
118,3,2,1,2,4,1,3,1,1,2,13,14,19,19,0,11,7,5,16,8,0,3,1,0,2,1,13,8,0,11,,-3070.0,,,,,,,,
119,6,2,1,2,4,1,3,1,1,2,13,4,19,19,1,11,7,5,16,18,0,12,1,0,1,1,13,8,0,1,-3065.0,,-1095.0,,,,,,,
120,6,2,1,1,0,3,3,1,1,2,3,4,9,19,1,11,7,5,16,18,7,12,5,0,1,1,13,8,0,1,,,,-1095.0,-4005.0,-1055.0,,,,
121,6,2,1,1,0,3,3,1,1,1,3,4,9,9,1,1,19,11,16,18,7,12,5,9,23,23,1,2,0,1,,,,,,,,,-1080.0,-3090.0
122,6,2,1,1,0,3,3,1,1,1,3,11,9,9,1,1,19,11,6,8,7,5,5,9,23,23,1,2,13,6,,,,,,,,,,
123,5,2,1,1,0,3,3,3,1,1,9,11,14,9,1,1,19,11,6,8,1,5,0,9,23,23,1,2,13,6,-6045.0,,,,,,-4095.0,-3055.0,,
124,5,1,1,1,0,3,3,3,1,1,9,11,14,17,12,19,9,1,6,8,2,5,0,1,2,5,4,15,13,6,,-7055.0,,,,,,,,
125,5,1,1,1,0,3,3,3,1,1,9,1,14,17,12,19,9,1,18,13,2,19,0,1,2,5,4,15,1,1,,,-70.0,,,,,,,
126,5,1,1,1,0,4,3,3,1,1,9,1,4,17,12,19,9,1,18,13,2,19,6,1,2,5,4,15,1,1,,,,,,-8095.0,,,,
127,5,1,1,1,0,4,3,3,1,1,1,1,4,17,12,9,13,15,18,13,0,19,6,1,2,10,0,1,1,1,,,,-2085.0,,,,,,
128,5,1,1,1,0,4,3,3,3,4,1,19,4,7,12,9,13,15,18,13,0,1,6,6,2,10,0,1,1,1,,,,,,,,,-1090.0,-2065.0
129,5,1,1,1,2,4,3,3,3,4,1,19,10,7,12,9,13,15,8,3,0,1,0,6,2,10,0,1,2,15,-5005.0,,,,-32060.0,,,-3075.0,,
130,5,1,1,1,2,4,1,3,3,4,1,19,10,7,2,19,13,5,8,3,20,1,0,6,11,0,0,8,2,15,,,,,,,-2065.0,,,
131,5,1,1,1,2,4,1,3,3,4,1,19,10,11,2,19,3,5,8,3,20,1,0,2,11,0,16,8,2,15,,-2095.0,,,,,,,,
132,5,1,1,1,2,4,1,3,3,1,1,9,10,11,2,19,3,5,10,18,20,11,0,2,11,0,16,8,0,0,,,-1050.0,,,,,,,-4090.0
133,5,1,1,1,2,4,1,3,3,1,7,9,0,11,13,19,3,13,10,8,4,11,19,2,0,0,16,0,0,9,,,,,,,,,,
134,5,1,1,1,1,2,1,3,3,1,7,9,0,11,13,19,19,13,10,8,4,11,19,2,0,0,0,0,0,9,,,,-2055.0,-2065.0,-3095.0,,,,
135,5,1,1,1,1,2,1,3,1,1,7,19,0,1,3,9,19,13,10,8,4,1,19,11,16,2,0,0,0,9,,,,,,,,,-3050.0,
136,5,1,1,1,1,2,1,3,1,1,7,19,18,1,3,9,19,13,0,16,4,1,1,11,16,2,0,0,15,1,,,,,,,,,,
137,3,1,1,1,1,2,1,5,1,1,7,19,18,1,3,9,19,13,0,16,4,1,1,11,16,2,0,0,15,1,-9035.0,,,,,,-1095.0,-3065.0,,
138,3,1,1,1,1,2,1,5,1,1,7,19,18,12,15,10,9,3,0,16,4,1,1,0,4,1,6,4,15,1,,,-2090.0,,,,,,,
139,3,1,1,1,1,2,1,5,1,1,7,19,8,12,15,10,9,3,15,16,4,1,5,0,4,1,6,4,0,1,,-2095.0,,,,,,,,
140,3,1,1,1,1,2,1,5,1,1,0,9,8,12,15,10,9,3,15,16,1,11,5,0,4,1,6,4,0,1,,,,,,,,,,
141,3,1,1,1,1,0,1,5,1,1,0,9,8,12,15,10,14,4,15,16,1,11,5,0,4,1,1,3,0,1,,,,-1060.0,,-2050.0,,,,
142,3,1,1,1,1,0,1,5,1,1,0,9,13,2,15,0,14,4,15,16,1,11,0,18,4,23,1,3,0,1,,,,,-4075.0,,,,,-1080.0
143,3,1,1,1,1,0,1,0,1,1,0,19,13,2,5,0,14,4,15,6,1,1,0,18,16,23,1,3,0,8,,,,,,,,-8020.0,,
144,3,1,1,1,1,0,2,0,3,1,0,19,13,2,5,0,14,4,15,6,1,1,0,18,16,23,1,25,0,8,,,,,,,-1070.0,,-75.0,
145,3,1,1,1,1,0,2,0,3,1,0,19,13,19,5,18,4,4,5,6,1,1,0,1,16,5,12,25,11,8,,-2095.0,-1065.0,,,,,,,
146,9,1,1,1,1,0,2,0,3,1,0,9,3,19,19,18,4,4,5,14,1,11,15,1,2,5,12,25,11,0,-3000.0,,,,,,,,,
147,9,1,1,1,1,0,2,0,3,1,0,9,3,19,19,18,4,19,5,14,22,11,15,1,2,5,12,0,11,0,,,,-1095.0,,,,,,
148,9,1,1,1,2,0,2,0,1,1,0,9,3,9,19,18,16,19,16,14,22,11,15,7,2,5,0,0,0,0,,,,,-3095.0,,,,-2080.0,-70.0
149,9,1,1,1,2,4,5,0,1,1,0,19,18,9,9,18,16,19,6,4,22,1,0,7,2,5,0,0,10,15,,,,,,-5090.0,-2080.0,,,
150,4,1,1,1,2,4,5,0,1,1,10,19,18,9,9,8,6,19,6,4,2,1,0,7,2,8,1,0,10,15,-30050.0,,,,,,,,,
151,4,4,1,1,2,4,5,0,1,1,0,19,18,16,11,8,6,19,6,4,20,1,0,0,0,8,1,0,10,15,,-1095.0,,,,,,,,
152,4,4,1,1,2,4,5,0,1,1,0,9,18,16,11,12,6,19,16,19,20,1,0,0,0,4,1,0,0,0,,,,,,,,,,
153,4,4,3,2,1,2,5,0,1,1,0,9,18,16,11,12,6,19,16,19,20,1,0,0,0,4,1,0,0,0,,,-90.0,-80.0,-2055.0,-8060.0,,,,
154,4,4,3,2,1,2,2,2,1,1,17,9,8,6,1,2,6,19,16,19,3,1,11,8,12,20,1,0,0,0,,,,,,,-6030.0,-10095.0,,
155,4,4,3,2,1,2,2,2,1,2,17,9,8,6,1,2,6,9,16,19,3,1,11,8,12,20,21,4,0,0,,,,,,,,,-1080.0,-95.0
156,4,9,3,2,1,2,2,2,1,2,17,9,8,6,1,2,6,9,6,9,3,1,11,8,12,20,21,4,13,7,,-4045.0,,,,,,,,
157,4,9,3,2,1,2,2,2,1,2,17,9,19,14,12,17,6,9,6,9,3,14,0,0,1,5,21,4,13,7,,,,,,,,,,
158,4,9,3,2,1,2,2,2,1,2,17,9,19,14,12,17,17,13,6,9,3,14,0,0,1,5,0,0,13,7,,,,,,,,,,
159,3,9,2,1,1,2,2,1,1,2,17,9,19,14,12,17,17,13,18,16,3,14,0,0,1,5,0,0,1,0,-7085.0,,-3095.0,-2070.0,,,,-2065.0,,
160,3,3,2,1,1,2,2,1,1,3,7,11,9,4,12,17,17,3,18,16,9,2,8,12,1,5,0,15,1,0,,-31055.0,,,,,,,,-1080.0
161,3,3,2,1,1,1,2,1,1,3,7,1,9,4,12,17,17,3,18,6,9,14,8,12,1,5,0,15,1,13,,,,,-2060.0,-7085.0,,,,
162,3,3,2,1,1,1,3,1,1,3,7,1,9,4,2,7,17,3,18,6,9,14,8,12,16,11,0,15,1,13,,,,,,,-2085.0,,-2090.0,
163,3,3,2,1,1,1,3,1,1,3,16,1,16,16,2,7,7,15,8,6,0,14,1,0,16,11,13,3,8,13,,,,,,,,,,
164,3,3,2,1,1,1,3,1,1,3,16,11,16,16,2,7,7,15,8,16,0,4,1,0,16,11,13,3,8,3,,,,,,,,,,
165,3,3,2,1,1,1,3,1,1,3,16,11,16,16,18,18,7,15,8,16,0,4,1,0,0,0,13,3,8,3,,,,,,,,,,
