,meanReorderPoints,node1InventoryMeans,node0InventoryMeans,rewardMeans
0,5.01998001998002,0.18791946308724833,13.919463087248323,-5021.543624161074
1,4.923076923076923,0.33783783783783783,14.014084507042254,-5797.060810810811
2,4.849150849150849,0.32450331125827814,14.880794701986755,-6846.490066225166
3,5.040959040959041,0.006711409395973154,11.073825503355705,-4746.275167785235
4,4.781218781218781,0.3877551020408163,12.917293233082706,-9120.371621621622
5,5.0,0.0945945945945946,13.244897959183673,-4802.871621621622
6,4.812187812187812,0.6887417218543046,13.214285714285714,-9648.476821192053
7,5.006993006993007,0.8243243243243243,13.914728682170542,-10693.851351351352
8,4.939060939060939,0.1476510067114094,11.430656934306569,-5292.733333333334
9,5.012987012987013,0.4,13.54225352112676,-7417.166666666667
