,meanReorderPoints,node1InventoryMeans,node0InventoryMeans,rewardMeans
0,5.2957042957042955,0.755,11.56,-5903.35
1,4.55044955044955,0.47959183673469385,11.435064935064934,-7247.34693877551
2,4.308691308691309,1.4408602150537635,14.368098159509202,-12909.435483870968
3,4.012987012987013,0.01,11.01,-4255.05
4,4.305694305694305,0.6302083333333334,15.206703910614525,-9276.484375
5,5.217782217782218,0.21428571428571427,9.892857142857142,-7396.40306122449
6,4.056943056943057,0.045,13.18,-4240.9
7,4.024975024975025,0.015,14.170854271356784,-4205.775
8,4.166833166833166,0.6229508196721312,12.923076923076923,-14481.857923497268
9,3.781218781218781,0.020833333333333332,13.359375,-7660.546875
