,meanReorderPoints,node1InventoryMeans,node0InventoryMeans,rewardMeans
0,1.981018981018981,14.072847682119205,1.476510067114094,-3376.2582781456954
1,2.05994005994006,14.040816326530612,1.6870748299319729,-3699.3333333333335
2,1.6303696303696305,15.046666666666667,1.3066666666666666,-2496.5333333333333
3,2.1238761238761237,13.647887323943662,1.7234042553191489,-4218.175675675676
4,1.8041958041958042,13.605442176870747,1.3680555555555556,-3022.5
5,2.096903096903097,13.686666666666667,2.3758389261744965,-4175.92715231788
6,1.898101898101898,14.687943262411348,1.089655172413793,-2790.5067567567567
7,2.2507492507492506,12.680555555555555,2.2624113475177303,-5182.08904109589
8,1.5184815184815186,15.358108108108109,0.8243243243243243,-2226.385135135135
9,2.0949050949050947,13.864864864864865,2.136986301369863,-3966.5
