,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll
110,11,9,3,4,6,2,7,3,4,3,6,6,5,4,3,1,3,1,0,3,27,19,11,14,12,15,16,23,26,19,,,,,-45060.0,,,,,
111,4,4,3,4,6,2,7,3,4,3,1,0,5,4,3,1,3,1,0,3,22,15,11,14,18,15,16,23,26,19,-12110.0,-39075.0,,-38070.0,,,,,,
112,4,4,3,4,6,2,7,3,4,5,1,0,5,4,3,1,3,8,6,3,22,29,11,14,18,15,16,6,10,19,,,,,,,-10080.0,,,-6095.0
113,4,4,3,4,6,2,7,3,4,5,1,0,5,4,1,1,3,8,6,3,22,29,11,14,10,15,16,6,10,19,,,,,,,,,,
114,4,4,3,4,6,2,7,3,4,5,1,2,5,0,1,1,3,8,6,3,12,17,11,8,10,15,16,6,10,19,,,,,,,,,,
115,4,4,3,4,1,8,7,3,4,5,1,2,5,0,1,1,0,8,6,0,12,17,11,8,10,15,9,6,10,12,,,-7055.0,,-16050.0,-3075.0,,,,
116,4,4,3,4,1,8,7,3,4,5,1,2,5,0,1,1,0,8,6,0,12,17,17,8,19,16,9,6,10,12,,,,,,,,,,
117,4,4,3,9,1,8,7,3,4,2,1,2,5,0,1,1,0,8,6,0,12,17,17,8,19,16,9,6,10,12,,,,-4040.0,,,,,,-15060.0
118,4,4,3,9,1,8,7,3,5,2,1,2,6,0,1,6,0,8,6,0,12,17,6,28,19,1,9,6,10,12,,,,,,,,,-9050.0,
119,4,4,3,9,1,9,4,3,5,2,1,2,6,0,5,6,0,8,6,0,12,17,6,28,5,1,9,6,29,12,,,,,,-23005.0,-7045.0,,,
120,4,4,3,9,1,9,4,5,5,2,1,2,6,0,5,6,0,8,6,1,12,17,6,28,5,7,20,6,29,1,,,,,,,,-11030.0,,
121,4,8,3,2,1,9,4,5,5,2,1,2,6,1,5,6,0,8,3,1,12,17,6,17,5,7,20,11,22,1,,-5085.0,,-20085.0,,,,,,
122,4,8,12,2,1,9,4,5,5,2,1,2,6,1,5,6,0,8,3,1,12,27,6,17,5,7,20,11,22,1,,,-19030.0,,,,,,,
123,4,8,12,2,1,9,4,5,5,2,1,2,6,1,5,2,3,3,3,1,12,27,12,17,5,1,7,6,22,1,,,,,,,,,,
124,4,8,12,2,6,9,4,5,3,2,1,8,6,0,5,2,3,3,3,1,12,11,12,8,5,1,7,6,22,1,-5060.0,,,,-6025.0,,,,-8110.0,
125,4,4,12,2,6,2,4,5,3,2,1,8,6,0,5,2,3,3,3,1,16,11,12,8,19,1,7,6,22,1,,-16055.0,,,,-10005.0,,,,
126,4,4,4,2,6,2,4,2,3,2,1,8,5,0,5,2,3,3,3,1,16,25,3,8,19,22,7,6,22,1,,,-34015.0,,,,,-7030.0,,
127,4,4,4,2,6,2,4,2,3,3,0,8,5,0,0,2,3,3,0,1,7,25,27,8,14,22,7,25,15,1,,,,,,,,,,-3005.0
128,4,4,4,2,6,2,6,2,3,3,0,1,5,0,0,2,3,3,0,1,7,22,27,8,14,22,7,25,15,15,,,,,,,-7035.0,,,
129,4,4,4,2,1,2,6,2,3,3,0,1,5,0,0,1,3,3,0,1,7,22,27,8,14,13,16,25,15,15,,,,,-36070.0,,,,,
130,4,4,4,2,1,2,6,2,3,3,0,1,3,0,0,1,3,2,0,1,7,22,19,8,14,13,16,16,15,15,,,,,,,,,,
131,8,4,4,3,1,2,6,2,3,3,0,1,3,0,0,1,3,2,0,0,7,22,19,8,14,13,16,16,15,6,-4035.0,,,-2040.0,,,,,,
132,8,4,4,3,1,2,6,2,3,3,0,1,3,0,0,1,1,2,0,0,25,22,19,16,4,13,8,16,15,6,,,,,,,,,,
133,8,4,4,3,1,2,6,2,10,3,0,1,3,0,0,1,1,2,0,0,25,22,19,16,4,13,8,16,15,6,,,,,,,,,-3075.0,
134,8,4,4,3,1,2,6,2,10,3,0,1,3,0,0,1,1,2,0,0,25,22,19,16,4,13,8,16,20,6,,,,,,,,,,
135,4,4,4,3,1,2,4,1,10,3,1,1,3,0,0,1,1,2,0,0,14,22,19,6,4,13,8,16,20,6,-9070.0,,,,,,-6040.0,-13080.0,,-43030.0
136,4,7,4,3,1,7,4,1,3,3,1,1,3,0,0,1,1,2,1,0,27,22,19,6,4,13,14,16,9,25,,-5110.0,,,,-2065.0,,,-19045.0,
137,4,7,1,3,1,7,4,1,3,3,1,1,3,0,0,1,1,2,1,0,27,22,19,6,4,24,14,16,21,25,,,-7095.0,,,,,,,
138,4,7,1,3,1,7,4,1,3,3,2,1,3,0,0,1,1,2,1,0,16,22,27,6,4,24,14,6,21,25,,,,,,,,,,
139,4,7,1,11,10,7,4,1,3,3,2,1,3,0,0,1,3,2,0,13,16,12,27,6,4,24,2,6,12,2,,,,-22030.0,-1020.0,,,,,
140,4,7,1,11,10,7,4,1,3,3,2,1,3,0,0,15,3,2,0,13,16,12,17,25,22,0,2,6,12,2,,-8060.0,,,,,,,,
141,4,7,1,11,10,6,4,1,3,3,2,1,3,0,0,15,3,2,0,13,16,20,17,25,22,0,2,6,12,2,,,,,,-52000.0,,,,
142,4,7,1,11,10,6,4,1,3,4,2,1,3,0,0,5,3,2,0,13,16,20,17,25,22,10,2,6,12,2,,,,,,,,,,-26010.0
143,4,7,1,5,3,6,3,1,3,4,2,1,3,2,0,5,3,2,0,3,16,20,17,13,12,10,2,6,12,7,,,,-31065.0,-39060.0,,-6010.0,,,
144,4,7,1,5,3,6,3,10,3,4,2,4,3,2,0,5,3,2,0,3,16,7,17,27,20,10,17,6,12,7,,,,,,,,-13030.0,,
145,4,7,1,5,3,6,3,10,3,4,2,4,3,2,0,5,3,2,0,3,16,7,17,27,20,10,17,16,12,7,,,,,,,,,,
146,2,10,1,5,3,6,3,10,5,4,2,4,3,3,0,5,3,2,0,3,16,7,17,16,20,10,17,16,12,7,-5080.0,-11035.0,,,,,,,-3060.0,
147,2,10,1,5,3,6,3,10,5,4,2,4,3,3,3,5,10,2,0,3,25,29,17,16,7,10,0,16,14,7,,,,,,,,,,
148,2,10,0,5,3,6,3,16,5,4,2,4,3,3,3,5,10,8,0,3,25,29,17,16,7,10,0,0,14,7,,,-4085.0,,,,,-36000.0,,
149,2,10,0,5,3,6,3,16,5,4,3,1,3,3,3,5,10,8,1,3,14,22,17,16,7,10,0,10,3,7,,,,,,,,,,
150,2,10,0,5,3,4,3,16,5,1,3,1,3,3,3,5,10,8,1,3,14,22,17,16,7,10,0,10,3,7,,,,,,-11050.0,,,,-7035.0
151,2,2,0,5,3,4,1,16,5,1,3,1,0,3,3,5,10,8,1,3,14,22,10,16,7,10,0,10,3,18,,-10110.0,,,,,-23000.0,,,
152,2,2,0,5,3,4,1,4,1,1,3,1,0,3,3,5,0,5,1,3,14,29,10,16,7,10,19,3,3,18,,,,,,,,-17015.0,-5015.0,
153,7,2,0,4,3,4,1,4,1,1,3,1,0,3,3,1,0,5,1,3,14,29,10,16,7,4,19,7,23,18,-5070.0,,,-7080.0,,,,,,
154,7,2,0,4,3,4,1,4,1,1,3,2,0,3,3,1,0,5,1,10,26,18,10,24,7,4,19,7,23,1,,,,,,,,,,
155,7,2,0,4,8,4,1,4,1,1,3,2,0,3,3,1,1,5,1,10,26,18,10,24,7,4,18,7,23,1,,,,,-5035.0,,,,,
156,7,2,0,4,8,4,1,4,1,1,0,2,0,1,3,1,1,2,14,10,19,18,10,16,25,4,18,0,0,1,,,,,,,,,,
157,1,2,7,4,8,4,1,4,1,1,0,2,0,1,3,1,1,2,14,10,19,18,10,16,25,4,18,0,0,1,-6095.0,,-20050.0,,,,,,,
